Hookup,BillingDate,Reading,Type,ReadDate,Ref,AddedUse,AddUseHow,*,*
 , ,.00,R,230707,Zero Reading,.00,0,*
 ,20230901,.00,R,230707,Zero Reading,.00,0,*
703008, ,25.00,R,240402, ,.00,0,*
703008,20231201,24.00,R,231006, ,.00,0,*
703008,20240301,25.00,R,240104, ,.00,0,*
703008,20240601,25.00,R,240402, ,.00,0,*
703008,20240901,41.00,R,240709, ,.00,0,*
703008,20241201,80.00,R,241004, ,.00,0,*
703008,20250301,95.00,R,250110, ,.00,0,*
703009, ,4.00,R,240402, ,.00,0,*
703009,20231201,4.00,R,231006, ,.00,0,*
703009,20240301,4.00,R,240105, ,.00,0,*
703009,20240601,4.00,R,240402, ,.00,0,*
703009,20240901,22.00,R,240709, ,.00,0,*
703009,20241201,47.00,R,241004, ,.00,0,*
703009,20250301,47.00,R,250110, ,.00,0,*
703010,20240301,.00,R,250106,Zero Reading,.00,0,*
703010,20240601,.00,R,240501,NEW METER,.00,0,*
703010,20240901,16.00,R,240709, ,.00,0,*
703010,20241201,25.00,R,241004, ,.00,0,*
703010,20250301,29.00,R,250110, ,.00,0,*
703011,20240301,.00,R,250106,Zero Reading,.00,0,*
703011,20240601,.00,R,240501,NEW METER,.00,0,*
703011,20240901,61.00,R,240806, ,.00,0,*
703011,20241201,89.00,R,241004, ,.00,0,*
703011,20250301,92.00,R,250110, ,.00,0,*
703012,20240301,.00,R,250106,Zero Reading,.00,0,*
703012,20240601,.00,R,240613,NEW METER,.00,0,*
703012,20240901,32.00,R,240709, ,.00,0,*
703012,20241201,128.00,R,241004, ,.00,0,*
703012,20250301,142.00,R,250110, ,114.00,+,*
703013,20240301,.00,R,250106,Zero Reading,.00,0,*
703013,20240601,.00,R,240618,NEW METER,.00,0,*
703013,20240901,25.00,R,240709, ,.00,0,*
703013,20241201,163.00,R,241004, ,.00,0,*
703013,20250301,185.00,R,250110, ,.00,0,*
800001, ,1885.00,R,240402,Previous reading blank I will use zero,.00,0,*
800001,20090301,806.00,R,090301, ,.00,0,*
800001,20090601,819.00,R,090601, ,.00,0,*
800001,20090901,839.00,R,090901, ,.00,0,*
800001,20091201,860.00,R,091201, ,.00,0,*
800001,20100301,876.00,R,100301, ,.00,0,*
800001,20100601,1469.00,R,170406, ,.00,0,*
800001,20100901,911.00,R,100901, ,.00,0,*
800001,20101201,936.00,R,101201, ,.00,0,*
800001,20110301,951.00,R,110124, ,.00,0,*
800001,20110601,961.00,R,110328, ,.00,0,*
800001,20110901,981.00,R,110706, ,.00,0,*
800001,20111201,998.00,R,110929, ,.00,0,*
800001,20120301,1017.00,R,120111, ,.00,0,*
800001,20120601,1033.00,R,120423, ,.00,0,*
800001,20120901,1051.00,R,120716, ,.00,0,*
800001,20121201,1073.00,R,121011, ,.00,0,*
800001,20130301,1089.00,R,130114, ,.00,0,*
800001,20130601,1105.00,R,130415, ,.00,0,*
800001,20130901,1124.00,R,130715, ,.00,0,*
800001,20131201,1147.00,R,131008, ,.00,0,*
800001,20140301,1167.00,R,140123, ,.00,0,*
800001,20140601,1186.00,R,140410, ,.00,0,*
800001,20140901,1211.00,R,140715, ,.00,0,*
800001,20141201,1241.00,R,141009, ,.00,0,*
800001,20150301,1262.00,R,150106, ,.00,0,*
800001,20150601,1280.00,R,150402, ,.00,0,*
800001,20150901,1303.00,R,150707, ,.00,0,*
800001,20151201,1332.00,R,151005, ,.00,0,*
800001,20160301,1355.00,R,160105, ,.00,0,*
800001,20160601,1376.00,R,160404, ,.00,0,*
800001,20160901,1399.00,R,160705, ,.00,0,*
800001,20161201,1426.00,R,161011, ,.00,0,*
800001,20170301,1450.00,R,170105, ,.00,0,*
800001,20170601,1469.00,R,170406, ,.00,0,*
800001,20170901,1491.00,R,170707, ,.00,0,*
800001,20171201,1512.00,R,171005, ,.00,0,*
800001,20180301,1525.00,R,180105, ,.00,0,*
800001,20180601,1537.00,R,180403, ,.00,0,*
800001,20180901,1552.00,R,180703, ,.00,0,*
800001,20181201,1569.00,R,181002, ,.00,0,*
800001,20190301,1582.00,R,190103, ,.00,0,*
800001,20190601,1595.00,R,190404, ,.00,0,*
800001,20190901,1609.00,R,190702, ,.00,0,*
800001,20191201,1626.00,R,191003, ,.00,0,*
800001,20200301,1639.00,R,200103, ,.00,0,*
800001,20200601,1653.00,R,200402, ,.00,0,*
800001,20200901,1670.00,R,200702, ,.00,0,*
800001,20201201,1691.00,R,201005, ,.00,0,*
800001,20210301,1704.00,R,210105, ,.00,0,*
800001,20210601,1716.00,R,210405, ,.00,0,*
800001,20210901,1731.00,R,210706, ,.00,0,*
800001,20211201,1739.00,R,211007, ,.00,0,*
800001,20220301,1753.00,R,220106, ,.00,0,*
800001,20220601,1764.00,R,220405, ,.00,0,*
800001,20220901,1784.00,R,220707, ,.00,0,*
800001,20221201,1802.00,R,221006, ,.00,0,*
800001,20230301,1817.00,R,230109, ,.00,0,*
800001,20230601,1831.00,R,230404,Previous reading blank I will use zero,.00,0,*
800001,20230901,1849.00,R,230707,Previous reading blank I will use zero,.00,0,*
800001,20231201,1861.00,R,231006,Previous reading blank I will use zero,.00,0,*
800001,20240301,1873.00,R,240104, ,.00,0,*
800001,20240601,1885.00,R,240402,Previous reading blank I will use zero,.00,0,*
800001,20240901,1899.00,R,240709, ,.00,0,*
800001,20241201,1914.00,R,241004, ,.00,0,*
800001,20250301,1930.00,R,250110,Previous reading blank I will use zero,.00,0,*
800002, ,2549.00,R,240402, ,.00,0,*
800002,20090301,1226.00,R,090301, ,.00,0,*
800002,20090601,1244.00,R,090601, ,.00,0,*
800002,20090901,1267.00,R,090901, ,.00,0,*
800002,20091201,1294.00,R,091201, ,.00,0,*
800002,20100301,1314.00,R,100301, ,.00,0,*
800002,20100601,2013.00,R,170406, ,.00,0,*
800002,20100901,1365.00,R,100901, ,.00,0,*
800002,20101201,1403.00,R,101201, ,.00,0,*
800002,20110301,1431.00,R,110124, ,.00,0,*
800002,20110601,1444.00,R,110328, ,.00,0,*
800002,20110901,1457.00,R,110706, ,.00,0,*
800002,20111201,1468.00,R,110929, ,.00,0,*
800002,20120301,1480.00,R,120111, ,.00,0,*
800002,20120601,1491.00,R,120423, ,.00,0,*
800002,20120901,1544.00,R,120716, ,.00,0,*
800002,20121201,1587.00,R,121011, ,.00,0,*
800002,20130301,1598.00,R,130114, ,.00,0,*
800002,20130601,1608.00,R,130415, ,.00,0,*
800002,20130901,1620.00,R,130715, ,.00,0,*
800002,20131201,1672.00,R,131008, ,.00,0,*
800002,20140301,1686.00,R,140123, ,.00,0,*
800002,20140601,1696.00,R,140410, ,.00,0,*
800002,20140901,1739.00,R,140715, ,.00,0,*
800002,20141201,1767.00,R,141009, ,.00,0,*
800002,20150301,1780.00,R,150106, ,.00,0,*
800002,20150601,1792.00,R,150402, ,.00,0,*
800002,20150901,1805.00,R,150707, ,.00,0,*
800002,20151201,1850.00,R,151005, ,.00,0,*
800002,20160301,1883.00,R,160105,DAVE RE-READ - OK,.00,0,*
800002,20160601,1892.00,R,160404, ,.00,0,*
800002,20160901,1921.00,R,160705, ,.00,0,*
800002,20161201,1983.00,R,161011, ,.00,0,*
800002,20170301,2002.00,R,170105, ,.00,0,*
800002,20170601,2013.00,R,170406, ,.00,0,*
800002,20170901,2028.00,R,170707, ,.00,0,*
800002,20171201,2072.00,R,171005, ,.00,0,*
800002,20180301,2082.00,R,180105, ,.00,0,*
800002,20180601,2091.00,R,180403, ,.00,0,*
800002,20180901,2107.00,R,180703, ,.00,0,*
800002,20181201,2126.00,R,181002, ,.00,0,*
800002,20190301,2142.00,R,190103, ,.00,0,*
800002,20190601,2151.00,R,190404, ,.00,0,*
800002,20190901,2166.00,R,190702, ,.00,0,*
800002,20191201,2204.00,R,191003, ,.00,0,*
800002,20200301,2213.00,R,200103, ,.00,0,*
800002,20200601,2222.00,R,200402, ,.00,0,*
800002,20200901,2246.00,R,200702, ,.00,0,*
800002,20201201,2285.00,R,201005, ,.00,0,*
800002,20210301,2296.00,R,210105, ,.00,0,*
800002,20210601,2309.00,R,210405, ,.00,0,*
800002,20210901,2329.00,R,210706, ,.00,0,*
800002,20211201,2349.00,R,211007, ,.00,0,*
800002,20220301,2371.00,R,220106, ,.00,0,*
800002,20220601,2383.00,R,220405, ,.00,0,*
800002,20220901,2414.00,R,220707, ,.00,0,*
800002,20221201,2463.00,R,221006, ,.00,0,*
800002,20230301,2475.00,R,230109, ,.00,0,*
800002,20230601,2488.00,R,230404, ,.00,0,*
800002,20230901,2512.00,R,230707, ,.00,0,*
800002,20231201,2525.00,R,231006, ,.00,0,*
800002,20240301,2537.00,R,240105, ,.00,0,*
800002,20240601,2549.00,R,240402, ,.00,0,*
800002,20240901,2570.00,R,240709, ,.00,0,*
800002,20241201,2610.00,R,241004, ,.00,0,*
800002,20250301,2649.00,R,250110, ,.00,0,*
800003, ,1839.00,R,240402, ,.00,0,*
800003,20090301,714.00,R,090301, ,.00,0,*
800003,20090601,731.00,R,090601, ,.00,0,*
800003,20090901,750.00,R,090901, ,.00,0,*
800003,20091201,771.00,R,091201, ,.00,0,*
800003,20100301,790.00,R,100301, ,.00,0,*
800003,20100601,1432.00,R,170406, ,.00,0,*
800003,20100901,829.00,R,100901, ,.00,0,*
800003,20101201,854.00,R,101201, ,.00,0,*
800003,20110301,874.00,R,110124,Meter ID override ------ Expected 76415989,.00,0,*
800003,20110601,886.00,R,110328, ,.00,0,*
800003,20110901,906.00,R,110706, ,.00,0,*
800003,20111201,925.00,R,110929, ,.00,0,*
800003,20120301,945.00,R,120111, ,.00,0,*
800003,20120601,961.00,R,120423, ,.00,0,*
800003,20120901,981.00,R,120716, ,.00,0,*
800003,20121201,1008.00,R,121011, ,.00,0,*
800003,20130301,1026.00,R,130114, ,.00,0,*
800003,20130601,1043.00,R,130415, ,.00,0,*
800003,20130901,1069.00,R,130715, ,.00,0,*
800003,20131201,1098.00,R,131008, ,.00,0,*
800003,20140301,1116.00,R,140123, ,.00,0,*
800003,20140601,1133.00,R,140410, ,.00,0,*
800003,20140901,1181.00,R,140715, ,.00,0,*
800003,20141201,1209.00,R,141009, ,.00,0,*
800003,20150301,1227.00,R,150106, ,.00,0,*
800003,20150601,1244.00,R,150402, ,.00,0,*
800003,20150901,1275.00,R,150707, ,.00,0,*
800003,20151201,1316.00,R,151005, ,.00,0,*
