Hookup,Location,Meter,BillingDate,Reading,ReadDate,Consumption,AddedUse,AddUseHow,Reference,*,*
100002,34 LAUREL WAY, ,01/20/1949,16,00/00/00,16,0, , ,*
100003,37 GREENWOODS RD EA,R,01/20/1949,19,00/00/00,0,0, , ,*
100003,37 GREENWOODS RD EA,R,00/20/2000,19,00/00/00,0,0, , ,*
100003,37 GREENWOODS RD EA,R,00/20/2000,19,00/00/00,0,0, , ,*
100003,37 GREENWOODS RD EA,R,00/20/2000,19,00/00/00,0,0, , ,*
100004,4 GRANT ST, ,00/20/0000,41,00/00/00,0,0, , ,*
100004,4 GRANT ST, ,00/20/2000,41,00/00/00,0,0, , ,*
100004,4 GRANT ST, ,00/20/2000,41,00/00/00,0,0, , ,*
100005,54 MAPLE AVE, ,00/20/0000,17,00/00/00,0,0, , ,*
100005,54 MAPLE AVE, ,00/20/2000,17,00/00/00,0,0, , ,*
100005,54 MAPLE AVE, ,00/20/2000,17,00/00/00,0,0, , ,*
100006,25 NORTH ST, ,00/20/0000,26,00/00/00,0,0, , ,*
100006,25 NORTH ST, ,00/20/2000,26,00/00/00,0,0, , ,*
100006,25 NORTH ST, ,00/20/2000,26,00/00/00,0,0, , ,*
100007,187 GREENWOODS RD W, ,00/20/0000,54,00/00/00,0,0, , ,*
100007,187 GREENWOODS RD W, ,00/20/2000,54,00/00/00,0,0, , ,*
100007,187 GREENWOODS RD W, ,00/20/2000,54,00/00/00,0,0, , ,*
100008,23 TERRACE VIEW,W,00/20/0000,40,00/00/00,0,0, , ,*
100008,23 TERRACE VIEW,W,00/20/2000,40,00/00/00,0,0, , ,*
100008,23 TERRACE VIEW,W,00/20/2000,40,00/00/00,0,0, , ,*
100009,82 LAUREL WAY, ,04/20/2011,15,00/00/00,15,0, , ,*
100010,78 LITCHFIELD RD,R,00/20/0000,21,00/00/00,0,0, , ,*
100010,78 LITCHFIELD RD,R,00/20/2000,21,00/00/00,0,0, , ,*
100010,78 LITCHFIELD RD,R,00/20/2000,21,00/00/00,0,0, , ,*
100011,68 MAPLE AVE, ,07/20/2006,20,00/00/00,20,0, , ,*
100012,3 LAUREL WAY, ,00/20/2000,92,00/00/00,0,0, , ,*
100012,3 LAUREL WAY, ,00/20/2000,92,00/00/00,0,0, , ,*
100012,3 LAUREL WAY, ,00/20/2000,92,00/00/00,0,0, , ,*
100012,3 LAUREL WAY, ,00/20/2000,92,00/00/00,0,0, , ,*
100013,17 LAUREL WAY, ,00/20/0000,30,00/00/00,0,0, , ,*
100013,17 LAUREL WAY, ,00/20/2000,30,00/00/00,0,0, , ,*
100013,17 LAUREL WAY, ,00/20/2000,30,00/00/00,0,0, , ,*
100014,53 GREENWOODS RD EA,R,00/20/0000,17,00/00/00,0,0, , ,*
100014,53 GREENWOODS RD EA,R,00/20/2000,17,00/00/00,0,0, , ,*
100014,53 GREENWOODS RD EA,R,00/20/2000,17,00/00/00,0,0, , ,*
100015,4 AETNA LA, ,07/20/2000,29,00/00/00,29,0, , ,*
100016,9 SUNSET HILL RD,R,02/20/2011,57,00/00/00,57,0, , ,*
100017,48 SUNSET RIDGE,E,00/20/0000,74,00/00/00,0,0, , ,*
100017,48 SUNSET RIDGE,E,00/20/2000,74,00/00/00,0,0, , ,*
100017,48 SUNSET RIDGE,E,00/20/2000,74,00/00/00,0,0, , ,*
100018,94 LITCHFIELD RD,R,00/20/0000,53,00/00/00,0,0, , ,*
100018,94 LITCHFIELD RD,R,00/20/2000,53,00/00/00,0,0, , ,*
100018,94 LITCHFIELD RD,R,00/20/2000,53,00/00/00,0,0, , ,*
100019,16 RIVER PLACE, ,12/20/2007,43,00/00/00,43,0, , ,*
100020,14 VALLEY VIEW RD, ,00/20/0000,41,00/00/00,41,0, , ,*
100021,10 RIVER PLACE, ,08/20/2005,35,00/00/00,35,0, , ,*
100022,15 AETNA LA, ,00/20/0000,15,00/00/00,15,0, , ,*
100023,14 RIVER PLACE, ,06/20/2009,9,00/00/00,9,0, , ,*
100024,6 TERRACE VIEW, ,00/20/0000,56,00/00/00,56,0, , ,*
100025,28 SUNSET RIDGE RD,E,00/20/0000,28,00/00/00,28,0, , ,*
100026,203 LITCHFIELD RD, ,08/20/2022,19,00/00/00,19,0, , ,*
100028,17 RIVER PLACE, ,00/20/2000,0,00/00/00,0,0, , ,*
100028,17 RIVER PLACE, ,00/20/2000,0,00/00/00,0,0, , ,*
100029,72 MAPLE AVE, ,00/20/0000,0,00/00/00,0,0, , ,*
100030,11 NORTH ST, ,10/20/2004,29,00/00/00,29,0, , ,*
100031,128 GREENWOODS RD E, ,00/20/0000,162,00/00/00,162,0, , ,*
100032,23 LAUREL WAY, ,00/20/0000,52,00/00/00,52,0, , ,*
100033,119 LAUREL WAY, ,12/20/2005,44,00/00/00,44,0, , ,*
100034,180 LITCHFIELD RD, ,01/20/2005,31,00/00/00,31,0, , ,*
100035,51 MAPLE AVE, ,00/20/0000,24,00/00/00,24,0, , ,*
100036,16 MAPLE AVE, ,00/20/2000,0,00/00/00,0,0, , ,*
100037,130 LITCHFIELD RD, ,00/20/0000,33,00/00/00,33,0, , ,*
100039,34 SUNSET RIDGE,E,00/20/0000,80,00/00/00,80,0, , ,*
100040,152 LITCHFIELD RD, ,01/20/2006,41,00/00/00,41,0, , ,*
100041,207 WEST SIDE RD,R,00/20/0000,456,00/00/00,456,0, , ,*
100043,86 GREENWOODS RD EA,R,03/20/2006,62,00/00/00,62,0, , ,*
100044,181 GREENWOODS RD W, ,07/20/2006,15,00/00/00,15,0, , ,*
100045,33 GREENWOODS RD E,R,01/20/2008,12,00/00/00,12,0, , ,*
100046,29 GREENWOODS RD E,R,01/20/2008,57,00/00/00,57,0, , ,*
100047,31 GREENWOODS RD EA,R,01/20/2008,48,00/00/00,48,0, , ,*
100048,35 BLACKBERRY ST,S,00/20/0000,32,00/00/00,32,0, , ,*
100049,25 MAPLE AVE, ,00/20/2000,0,00/00/00,0,0, , ,*
100049,25 MAPLE AVE, ,00/20/2000,0,00/00/00,0,0, , ,*
100050,21 TERRACE VIEW,W,12/20/2004,0,00/00/00,0,0, , ,*
100051,19 TERRACE VIEW,W,00/20/0000,95,00/00/00,95,0, , ,*
100052,27 TERRACE VIEW,W,00/20/0000,37,00/00/00,37,0, , ,*
100053,33 JOHN J CURTISS RD,I,12/20/2005,24,00/00/00,24,0, , ,*
100054,11 SHEPARD RD, ,05/20/2009,38,00/00/00,38,0, , ,*
100055,95 MAPLE AVE + SHEPA, ,00/20/0000,0,00/00/00,0,0, , ,*
100056,29 SHEPARD RD, ,00/20/0000,5,00/00/00,5,0, , ,*
100057,27 BEACON LA, ,00/20/2000,28,00/00/00,0,0, , ,*
100057,27 BEACON LA, ,00/20/2000,28,00/00/00,0,0, , ,*
100058,76 MAPLE AVE, ,00/20/0000,31,00/00/00,31,0, , ,*
100059,11 GRANT ST EXTENSION,T,00/20/0000,42,00/00/00,42,0, , ,*
100060,109 LITCHFIELD RD, ,00/20/0000,45,00/00/00,45,0, , ,*
100061,32 GREENWOODS RD W,R,07/20/2006,0,00/00/00,0,0, , ,*
100062,95 SHEPARD RD, ,07/20/2009,35,00/00/00,35,0, , ,*
100063,3 VILLAGE GREEN,N,00/20/0000,90,00/00/00,90,0, , ,*
100064,CHAPEL, ,00/20/0000,27,00/00/00,27,0, , ,*
100065,CHURCH, ,00/20/0000,10,00/00/00,10,0, , ,*
100066,MILLS WAY, ,00/20/0000,1,00/00/00,1,0, , ,*
100067,50 MAPLE AVE, ,00/20/0000,17,00/00/00,17,0, , ,*
100068,21 BLACKBERRY ST,S,00/20/0000,68,00/00/00,68,0, , ,*
100069,102 LITCHFIELD RD, ,00/20/0000,54,00/00/00,54,0, , ,*
100070,9 TERRACE VIEW, ,00/20/0000,140,00/00/00,140,0, , ,*
100071,65 GREENWOODS RD W,R,01/20/2006,62,00/00/00,62,0, , ,*
100072,15 EMERSON ST, ,04/20/2011,7,00/00/00,7,0, , ,*
100073,83 LITCHFIELD RD,R,00/20/0000,74,00/00/00,74,0, , ,*
100075,114 LITCHFIELD RD, ,00/20/0000,80,00/00/00,80,0, , ,*
100076,58 MAPLE AVE, ,00/20/0000,37,00/00/00,37,0, , ,*
100077,41 SUNSET RIDGE RD,E,00/20/0000,10,00/00/00,10,0, , ,*
100078,36 BLACKBERRY ST,S,12/20/2010,43,00/00/00,43,0, , ,*
100079,3 LOVERS LA, ,00/20/0000,46,00/00/00,46,0, , ,*
100080,24 WINDOM RD, ,00/20/2000,58,00/00/00,0,0, , ,*
100080,24 WINDOM RD, ,00/20/2000,58,00/00/00,0,0, , ,*
100081,20 JOHN J CURTIS RD,I,11/20/2022,8,00/00/00,8,0, , ,*
100082,30 SHEPARD RD, ,00/20/0000,13,00/00/00,13,0, , ,*
100083,29 LAUREL WAY, ,00/20/0000,6,00/00/00,6,0, , ,*
100084,30 GRANT STREET,T,10/20/2009,57,00/00/00,57,0, , ,*
100086,61 SHEPARD RD, ,10/20/2007,8,00/00/00,8,0, , ,*
100087,57 SHEPARD RD, ,00/20/0000,12,00/00/00,12,0, , ,*
100088,23 VALLEY VIEW RD, ,00/20/0000,0,00/00/00,0,0, , ,*
100089,94 LAUREL WAY, ,00/20/0000,94,00/00/00,94,0, , ,*
100091,45 SUNSET RIDGE RD,E,00/20/0000,0,00/00/00,0,0, , ,*
100092,89 GREENWOODS RD W,R,08/20/2005,4,00/00/00,4,0, , ,*
