Hookup,TransDate,Class,Type,Seq,Fee,Other,BondInt,DelqInt,LastInt,Clerk,CashCheck,CheckNum,Reason,RateGroup,Batch,NextFeeEstimate,AssmtDate,*,*
100001,19980701,S,C,1,189.00,.00,.00,.00,19980701,L, ,0,S,S1,1,.00,!,*
100001,19980701,S,P,1,189.00,.00,.00,.00,19980714,L,K,1,P,S1,980714A,.00,!,*
100001,19990101,S,C,1,189.00,.00,.00,.00,19990101,L, ,0,S,S1,1,.00,!,*
100001,19990101,S,P,1,189.00,.00,.00,.00,19990131,L,K,3,P,S1,990131A,.00,!,*
100001,19990701,S,C,1,215.85,.00,.00,.00,19990701,L, ,0,S,S1,1,.00,!,*
100001,19990701,S,P,1,215.85,.00,.00,.00,19990715,L,K,1,P,S1,990715A,.00,!,*
100001,20000101,S,C,1,215.85,.00,.00,.00,20000101,L, ,0,S,S1,1,.00,!,*
100001,20000101,S,P,1,215.85,.00,.00,.00,20000119,L,K,1,P,S1,000119A,.00,!,*
100001,20000701,S,C,1,209.00,.00,.00,.00,20000701,NE,E,0,S,S1,1,.00,!,*
100001,20000701,S,P,1,209.00,.00,.00,.00,20000724,NE,K,2,P,S1,000724A,.00,!,*
100001,20010101,S,C,1,209.00,.00,.00,.00,20010101,NE,E,0,S,S1,1,.00,!,*
100001,20010101,S,P,1,209.00,.00,.00,.00,20010123,UT,K,2,P,S1,010123A,.00,!,*
100001,20010701,S,C,1,228.44,.00,.00,.00,20010701,UT,T,0,S,S1,1,.00,!,*
100001,20010701,S,P,1,228.44,.00,.00,.00,20010730,UT,K,3,P,S1,010730A,.00,!,*
100001,20020101,S,C,1,228.44,.00,.00,.00,20020101,UT,T,0,S,S1,1,.00,!,*
100001,20020101,S,P,1,228.44,.00,.00,.00,20020130,UT,K,3,P,S1,020130A,.00,!,*
100001,20020701,S,C,1,207.54,.00,.00,.00,20020701,1A,A,0,S,S1,1,.00,!,*
100001,20020701,S,P,1,207.54,.00,.00,.00,20020724,1A,K,2,P,S1,020724A,.00,!,*
100001,20030101,S,C,1,207.54,.00,.00,.00,20030101,1A,A,0,S,S1,1,.00,!,*
100001,20030101,S,P,1,207.54,.00,.00,.00,20030131,AA,K,3,P,S1,030131B,.00,!,*
100001,20030701,S,C,1,221.71,.00,.00,.00,20030701,AA,A,0,S,S1,1,.00,!,*
100001,20030701,S,P,1,221.71,.00,.00,.00,20030723,AA,K,2,P,S1,030723A,.00,!,*
100001,20040101,S,C,1,221.70,.00,.00,.00,20040101,AA,A,0,S,S1,1,.00,!,*
100001,20040101,S,P,1,221.70,.00,.00,.00,20040128,AA,K,2,P,S1,040128A,.00,!,*
100001,20040701,S,C,1,217.86,.00,.00,.00,20040701,AA,A,0,S,S1,1,.00,!,*
100001,20040701,S,P,1,217.86,.00,.00,.00,20040709,AA,K,0,P,S1,040709A,.00,!,*
100001,20050101,S,C,1,217.86,.00,.00,.00,20050101,AA,A,0,S,S1,1,.00,!,*
100001,20050101,S,P,1,217.86,.00,.00,.00,20050115,AA,K,1,P,S1,050115A,.00,!,*
100001,20050701,S,C,1,251.97,.00,.00,.00,20050701,AA,A,0,S,S1,1,.00,!,*
100001,20050701,S,P,1,251.97,.00,.00,.00,20050723,AA,K,2,P,S1,050723A,.00,!,*
100001,20060101,S,C,1,251.97,.00,.00,7.56,20060213,AA,A,1,S,S1,3,.00,!,*
100001,20060101,S,P,1,251.97,.00,.00,7.56,20060213,AA,K,1,P,S1,060213A,.00,!,*
100002,19980701,S,C,1,259.00,.00,.00,.00,19980701,L, ,0,S,S1,1,.00,!,*
